Plate	Well	Genotype	Treatment	Week0	Week1	Week2	Week3	Week4	Qymax.Week4	Qymax.Week0	
50	A4	P19D4	EC.AT	0.143082579	0.188514843	0.263661982	0.33484977	0.40348635	0.51	0.83	
51	A4	P19D4	Control.AT	0.148383622	0.217020077	0.27031537	0.329944758	0.392764915	0.65	0.81	
52	A4	P19D4	AC.ET	0.150532406	0.199307844	0.276894952	0.334730739	0.394554731	0.67	0.80	
53	A4	P19D4	EC.ET	0.154681458	0.21418371	0.276520557	0.33517251	0.393154424	0.62	0.79	
54	A4	P19D4	Control.ET	0.159896646	0.207500543	0.273648971	0.329517928	0.393333163	0.66	0.80	
13	B1	P1A5	AC.AT	0.006956394	0.117125458	0.245012664	0.352973257	0.469411946	0.62	0.82	
14	B1	P1A5	EC.AT	0.012943009	0.139327498	0.248149206	0.351361884	0.464757918	0.6	0.83	
15	B1	P1A5	Control.AT	0.01902056	0.123906017	0.235324311	0.35578229	0.472062999	0.6	0.80	
16	B1	P1A5	AC.ET	0.027303169	0.14967683	0.246551183	0.351921176	0.4576523	0.54	0.81	
17	B1	P1A5	EC.ET	0.032785026	0.153183131	0.243629603	0.351323906	0.453043353	0.68	0.82	
18	B1	P1A5	Control.ET	0.03525936	0.140117952	0.246828175	0.350219026	0.453784373	0.63	0.82	
61	B1	P1C6	AC.AT	0.185474721	0.236700981	0.272488869	0.324818649	0.378245778	0.56	0.81	
62	B1	P1C6	EC.AT	0.188911798	0.236583363	0.281720527	0.321192904	0.364556454	0.59	0.81	
63	B1	P1C6	Control.AT	0.191943744	0.249404079	0.278802802	0.325852328	0.366170779	0.65	0.79	
64	B1	P1C6	AC.ET	0.193879012	0.238904473	0.28674535	0.321986664	0.367163959	0.72	0.82	
65	B1	P1C6	EC.ET	0.198568897	0.234402196	0.283116171	0.322994666	0.369760025	0.6	0.80	
66	B1	P1C6	Control.ET	0.000718967	0.047447175	0.091800746	0.121004598	0.158101932	0.55	0.81	
61	A2	P1D2	AC.AT	0.185495177	0.229998163	0.284166548	0.32356057	0.375238162	0.58	0.82	
62	A2	P1D2	EC.AT	0.188981623	0.234624501	0.284022485	0.327131853	0.374512855	0.66	0.79	
63	A2	P1D2	Control.AT	0.192676197	0.227678909	0.274390225	0.326899885	0.375193401	0.61	0.81	
64	A2	P1D2	AC.ET	0.194740784	0.364563085	0.539835197	0.7159668	0.88606091	0.64	0.82	
65	A2	P1D2	EC.ET	0.198633518	0.239278866	0.289168004	0.32466494	0.359644569	0.63	0.79	
66	A2	P1D2	Control.ET	0.000886125	0.039188164	0.081438774	0.124945958	0.164595847	0.61	0.80	
19	B4	P20A2	AC.AT	0.040517215	0.145699364	0.244542415	0.350657602	0.460545907	0.5	0.81	
20	B4	P20A2	EC.AT	0.047525221	0.258675981	0.486321758	0.706980499	0.931506279	0.57	0.82	
21	B4	P20A2	Control.AT	0.052002134	0.14479891	0.247062157	0.347300256	0.444272078	0.56	0.81	
22	B4	P20A2	AC.ET	0.057639642	0.30581747	0.552759866	0.803814329	1.060371212	0.54	0.79	
23	B4	P20A2	EC.ET	0.059670575	0.168770207	0.248656839	0.348316989	0.439121387	0.61	0.80	
24	B4	P20A2	Control.ET	0.063158968	0.162766108	0.255106323	0.342180016	0.434671109	0.57	0.81	
19	A3	P20A3	AC.AT	0.041452686	0.143564513	0.247743546	0.351861363	0.460734689	0.55	0.82	
20	A3	P20A3	EC.AT	0.047626714	0.154472371	0.249493624	0.34882837	0.443655171	0.66	0.83	
21	A3	P20A3	Control.AT	0.053830882	0.167085677	0.254627446	0.343959027	0.440807641	0.6	0.79	
22	A3	P20A3	AC.ET	0.057872565	0.148623772	0.253071345	0.349085499	0.447673249	0.55	0.81	
23	A3	P20A3	EC.ET	0.059783093	0.288950983	0.507525247	0.721832116	0.940427621	0.68	0.82	
24	A3	P20A3	Control.ET	0.063631144	0.334692084	0.599224191	0.858657711	1.118133225	0.67	0.80	
67	C1	P20A4	AC.AT	0.0062328	0.176375756	0.342765863	0.508952579	0.675516957	0.7	0.80	
68	C1	P20A4	EC.AT	0.008948447	0.054492983	0.086997647	0.118909248	0.157416446	0.55	0.80	
69	C1	P20A4	Control.AT	0.013090799	0.050277083	0.080221396	0.122904509	0.1611489	0.66	0.82	
70	C1	P20A4	AC.ET	0.015501756	0.065168857	0.08883079	0.121974062	0.149455249	0.66	0.82	
71	C1	P20A4	EC.ET	0.018511998	0.044111803	0.086022868	0.12359474	0.15660217	0.64	0.82	
72	C1	P20A4	Control.ET	0.020637184	0.050680152	0.08651278	0.11946558	0.14959094	0.66	0.80	
31	C1	P20A5	AC.AT	0.085197394	0.175016711	0.258886445	0.340731696	0.426130796	0.63	0.82	
32	C1	P20A5	EC.AT	0.087289556	0.16399252	0.252964275	0.341167276	0.427372476	0.59	0.81	
33	C1	P20A5	Control.AT	0.090716601	0.186350656	0.261059171	0.340963509	0.420106338	0.56	0.79	
34	C1	P20A5	AC.ET	0.092641963	0.168303594	0.256011483	0.339874735	0.430072309	0.64	0.82	
35	C1	P20A5	EC.ET	0.094642741	0.178054187	0.258657047	0.342231109	0.420334896	0.61	0.81	
36	C1	P20A5	Control.ET	0.096888211	0.189707591	0.255049634	0.341468263	0.41602959	0.56	0.81	
1	B2	P20B1	AC.AT	0.070286482	0.151113981	0.253311786	0.344681724	0.441318126	0.67	0.79	
2	B2	P20B1	EC.AT	0.022598246	0.042916675	0.090649226	0.118426118	0.155451583	0.71	0.81	
3	B2	P20B1	Control.AT	0.007943571	0.082454243	0.170852794	0.257125536	0.338544211	0.62	0.83	
4	B2	P20B1	AC.ET	0.001273772	0.150041929	0.313014059	0.477436404	0.635995022	0.72	0.83	
5	B2	P20B1	EC.ET	0.015295749	0.176571916	0.315093328	0.468389462	0.617961574	0.63	0.82	
6	B2	P20B1	Control.ET	0.029265395	0.169211564	0.318096052	0.468006484	0.614308345	0.68	0.80	
37	A3	P20B2	AC.AT	0.098822354	0.186861435	0.25630883	0.340825511	0.417215364	0.58	0.83	
38	A3	P20B2	EC.AT	0.102259359	0.182011133	0.264940607	0.338306022	0.420191772	0.56	0.82	
39	A3	P20B2	Control.AT	0.103944845	0.308824773	0.528826333	0.748545675	0.966531696	0.62	0.81	
40	A3	P20B2	AC.ET	0.107226998	0.177847115	0.265978291	0.340427761	0.42141198	0.66	0.79	
41	A3	P20B2	EC.ET	0.109822107	0.188360154	0.263245341	0.336063364	0.414730417	0.59	0.81	
42	A3	P20B2	Control.ET	0.112362449	0.180998536	0.260400772	0.337683412	0.418518859	0.61	0.83	
19	A1	P20B3	AC.AT	0.042729122	0.264798337	0.488233244	0.707917197	0.928083462	0.6	0.80	
20	A1	P20B3	EC.AT	0.047811347	0.149969751	0.254521645	0.344690975	0.442519321	0.64	0.79	
21	A1	P20B3	Control.AT	0.053857642	0.159257124	0.250018577	0.34719813	0.441604347	0.57	0.82	
22	A1	P20B3	AC.ET	0.0578765	0.162872487	0.257604817	0.344542208	0.439094712	0.61	0.80	
23	A1	P20B3	EC.ET	0.060104974	0.162125249	0.255501719	0.342630991	0.437927988	0.63	0.82	
24	A1	P20B3	Control.ET	0.063970451	0.162044094	0.251475464	0.342603531	0.434142763	0.65	0.79	
55	B3	P20B5	AC.AT	0.163149884	0.228364895	0.276075898	0.333142196	0.386081639	0.66	0.81	
56	B3	P20B5	EC.AT	0.167641879	0.373785548	0.573366968	0.782314251	0.98341944	0.58	0.81	
57	B3	P20B5	Control.AT	0.171072444	0.224427326	0.277931299	0.331669682	0.381379137	0.54	0.81	
58	B3	P20B5	AC.ET	0.176315605	0.231985257	0.270814345	0.323998448	0.376499836	0.67	0.80	
59	B3	P20B5	EC.ET	0.17889206	0.347241879	0.533475459	0.707322057	0.884158098	0.59	0.81	
60	B3	P20B5	Control.ET	0.181362648	0.341205588	0.536149885	0.706424166	0.88937403	0.56	0.82	
31	A4	P20C2	AC.AT	0.085341337	0.164665785	0.256676977	0.342309313	0.42691731	0.62	0.81	
32	A4	P20C2	EC.AT	0.087394744	0.179488118	0.263449909	0.34209489	0.424121176	0.53	0.79	
33	A4	P20C2	Control.AT	0.090829876	0.161322341	0.257729979	0.345126652	0.429093806	0.6	0.82	
34	A4	P20C2	AC.ET	0.092746112	0.169181833	0.255644408	0.339289064	0.42666424	0.65	0.82	
35	A4	P20C2	EC.ET	0.095333352	0.180516372	0.265375076	0.339687091	0.415641598	0.64	0.83	
36	A4	P20C2	Control.ET	0.096911196	0.173687785	0.255769742	0.342240568	0.420871464	0.57	0.79	
19	C1	P20C3	AC.AT	0.042755819	0.271752275	0.497872985	0.734724111	0.968952805	0.54	0.81	
20	C1	P20C3	EC.AT	0.048058558	0.147833352	0.241793275	0.352048769	0.450356274	0.58	0.81	
21	C1	P20C3	Control.AT	0.054044092	0.157107092	0.256194457	0.349645104	0.44605442	0.55	0.81	
22	C1	P20C3	AC.ET	0.05806474	0.160592923	0.258610205	0.343307252	0.440856544	0.59	0.80	
23	C1	P20C3	EC.ET	0.06014309	0.161822752	0.257969179	0.344380542	0.434832801	0.63	0.80	
24	C1	P20C3	Control.ET	0.064222563	0.284915003	0.500510687	0.708023567	0.920609124	0.6	0.81	
19	A2	P20C5	AC.AT	0.04337206	0.151817194	0.245678939	0.350011051	0.447550931	0.57	0.82	
20	A2	P20C5	EC.AT	0.048275605	0.149660336	0.251477195	0.344785034	0.446452687	0.62	0.83	
21	A2	P20C5	Control.AT	0.05437515	0.157560509	0.250005863	0.345242148	0.442078726	0.58	0.80	
22	A2	P20C5	AC.ET	0.058640683	0.272598649	0.491875472	0.705037512	0.918236886	0.57	0.81	
23	A2	P20C5	EC.ET	0.060345999	0.149505788	0.251431518	0.347587299	0.445978599	0.67	0.81	
24	A2	P20C5	Control.ET	0.064237069	0.170901907	0.255309488	0.345432812	0.432831486	0.67	0.83	
61	C1	P20D2	AC.AT	0.185622738	0.384209753	0.565544873	0.770320805	0.964975431	0.6	0.81	
62	C1	P20D2	EC.AT	0.189279093	0.376408223	0.534608231	0.711121984	0.88084357	0.55	0.79	
63	C1	P20D2	Control.AT	0.192731751	0.237349412	0.287007993	0.323059997	0.364598436	0.63	0.82	
64	C1	P20D2	AC.ET	0.194801762	0.241274694	0.281187101	0.325794152	0.367209661	0.67	0.79	
65	C1	P20D2	EC.ET	0.198760092	0.245622689	0.2822332	0.324714843	0.36876977	0.61	0.80	
66	C1	P20D2	Control.ET	0.001213931	0.04248555	0.084913795	0.122676555	0.171255876	0.66	0.82	
43	B3	P21A2	AC.AT	0.115454088	0.356426635	0.589266715	0.825291493	1.065329628	0.55	0.80	
44	B3	P21A2	EC.AT	0.118564705	0.318227496	0.51362944	0.706787362	0.902856554	0.53	0.81	
45	B3	P21A2	Control.AT	0.121436841	0.196137416	0.262210378	0.335481459	0.405810556	0.57	0.82	
46	B3	P21A2	AC.ET	0.125389965	0.198817927	0.265327084	0.336648514	0.400784803	0.62	0.82	
47	B3	P21A2	EC.ET	0.129594801	0.196064311	0.271561974	0.33404237	0.405413307	0.55	0.83	
48	B3	P21A2	Control.ET	0.136056683	0.322403579	0.515208907	0.702379179	0.892255922	0.52	0.82	
7	B3	P21A3	AC.AT	0.039387206	0.184825097	0.324594016	0.466185525	0.616246971	0.64	0.83	
8	B3	P21A3	EC.AT	0.05560972	0.184515499	0.324045134	0.462764618	0.605811371	0.61	0.81	
9	B3	P21A3	Control.AT	0.167383709	0.296604787	0.42621563	0.565207859	0.694586643	0.46	0.83	
10	B3	P21A3	AC.ET	0.175183737	0.300934139	0.430085323	0.559194433	0.694061763	0.62	0.80	
11	B3	P21A3	EC.ET	0.187555111	0.451509851	0.696203655	0.956320294	1.207955128	0.67	0.82	
12	B3	P21A3	Control.ET	0.001682172	0.120937226	0.246257617	0.353521625	0.467532186	0.53	0.79	
61	B3	P21B1	AC.AT	0.185888033	0.237570737	0.281967389	0.327452903	0.374525835	0.55	0.82	
62	B3	P21B1	EC.AT	0.189532508	0.375252623	0.547184268	0.733432297	0.915818613	0.55	0.79	
63	B3	P21B1	Control.AT	0.192838672	0.22288926	0.280239515	0.326298089	0.376635829	0.59	0.82	
64	B3	P21B1	AC.ET	0.194997038	0.236906338	0.287770653	0.32467496	0.36368504	0.65	0.81	
65	B3	P21B1	EC.ET	0.198877372	0.3648701	0.54533001	0.708240105	0.872773688	0.61	0.80	
66	B3	P21B1	Control.ET	0.001461676	0.049449013	0.085985693	0.123759002	0.16574065	0.57	0.82	
7	A2	P21B2	AC.AT	0.039870033	0.16749929	0.321382831	0.466211293	0.613351851	0.62	0.83	
8	A2	P21B2	EC.AT	0.058188061	0.187227678	0.324209543	0.468697686	0.606087076	0.69	0.79	
9	A2	P21B2	Control.AT	0.16747937	0.302537393	0.432568377	0.565845153	0.699452344	0.61	0.80	
10	A2	P21B2	AC.ET	0.175312479	0.294689234	0.427536341	0.557954404	0.689773697	0.65	0.82	
11	A2	P21B2	EC.ET	0.189254073	0.45615095	0.707478632	0.961884203	1.22020875	0.67	0.80	
12	A2	P21B2	Control.ET	0.002142299	0.124762889	0.24324	0.357602414	0.470574556	0.63	0.81	
43	B4	P21B5	AC.AT	0.115636822	0.17086725	0.262956903	0.338435895	0.419346412	0.56	0.82	
44	B4	P21B5	EC.AT	0.118588692	0.208652061	0.269967483	0.334964833	0.403464387	0.5	0.80	
45	B4	P21B5	Control.AT	0.122378024	0.19971104	0.259963614	0.338450414	0.409832246	0.58	0.80	
46	B4	P21B5	AC.ET	0.125802215	0.197265151	0.261570424	0.338258416	0.406660813	0.6	0.82	
47	B4	P21B5	EC.ET	0.129624712	0.189941479	0.263928261	0.339205367	0.410242112	0.56	0.83	
48	B4	P21B5	Control.ET	0.136266846	0.189167767	0.264053669	0.336818194	0.407394092	0.56	0.80	
7	A1	P21D4	AC.AT	0.039947066	0.179389168	0.323766027	0.467241285	0.60989945	0.62	0.79	
8	A1	P21D4	EC.AT	0.05826889	0.191682618	0.3266414	0.465221232	0.602372859	0.65	0.81	
9	A1	P21D4	Control.AT	0.168167607	0.309349198	0.428081895	0.557180606	0.687137274	0.54	0.81	
10	A1	P21D4	AC.ET	0.178579358	0.303427203	0.431401466	0.558663544	0.683170716	0.58	0.82	
11	A1	P21D4	EC.ET	0.190961503	0.316573796	0.438255882	0.558583737	0.682125605	0.71	0.83	
12	A1	P21D4	Control.ET	0.002645699	0.112024105	0.234795677	0.353758039	0.47597228	0.62	0.81	
61	A4	P22A2	AC.AT	0.186207922	0.231324538	0.279654129	0.326070077	0.373620615	0.59	0.82	
62	A4	P22A2	EC.AT	0.189789895	0.238782251	0.28705042	0.325176983	0.367939677	0.66	0.81	
63	A4	P22A2	Control.AT	0.192858385	0.373585029	0.538586478	0.70724812	0.88186672	0.63	0.81	
64	A4	P22A2	AC.ET	0.195825212	0.37923822	0.543447752	0.709597338	0.8728192	0.69	0.80	
65	A4	P22A2	EC.ET	0.198877839	0.231060071	0.283300926	0.323565212	0.369630715	0.69	0.80	
66	A4	P22A2	Control.ET	0.001750461	0.035992161	0.07572174	0.123243628	0.169361674	0.62	0.79	
61	B4	P22A3	AC.AT	0.186262942	0.411147597	0.622408796	0.851445971	1.070465365	0.63	0.81	
62	B4	P22A3	EC.AT	0.189802849	0.238253705	0.280670253	0.32507345	0.368280882	0.61	0.80	
63	B4	P22A3	Control.AT	0.192947171	0.373804393	0.539531115	0.718136028	0.885908252	0.62	0.82	
64	B4	P22A3	AC.ET	0.195843604	0.371080949	0.53686225	0.711116142	0.878597772	0.6	0.81	
65	B4	P22A3	EC.ET	0.199034136	0.383317605	0.574546961	0.766659829	0.958253874	0.67	0.80	
66	B4	P22A3	Control.ET	0.001914099	0.040030326	0.07952424	0.124589816	0.162712298	0.63	0.82	
1	A3	P22B1	AC.AT	0.07349051	0.164391539	0.261410395	0.34308806	0.431119916	0.68	0.82	
2	A3	P22B1	EC.AT	0.031792756	0.048465725	0.086776783	0.117157507	0.150990868	0.7	0.79	
3	A3	P22B1	Control.AT	0.091676659	0.193504212	0.27330247	0.348769962	0.431885238	0.64	0.83	
4	A3	P22B1	AC.ET	0.002303904	0.15778632	0.31806379	0.473591713	0.6264935	0.63	0.81	
5	A3	P22B1	EC.ET	0.017961082	0.175989401	0.328565387	0.469140057	0.615152507	0.69	0.80	
6	A3	P22B1	Control.ET	0.029391192	0.173452107	0.319691797	0.469589703	0.620446585	0.63	0.81	
67	B2	P22B3	AC.AT	0.006316412	0.046025129	0.092144201	0.123323702	0.156563041	0.69	0.82	
68	B2	P22B3	EC.AT	0.009155277	0.062005353	0.091328418	0.119876094	0.15467636	0.57	0.82	
69	B2	P22B3	Control.AT	0.013191887	0.060095095	0.088349039	0.123720023	0.154421919	0.65	0.80	
70	B2	P22B3	AC.ET	0.015915432	0.045274267	0.087337525	0.122639314	0.154356689	0.65	0.79	
71	B2	P22B3	EC.ET	0.018729073	0.051716188	0.081071724	0.118244013	0.15763991	0.65	0.80	
72	B2	P22B3	Control.ET	0.020942382	0.053159494	0.079174564	0.122547016	0.158235586	0.58	0.82	
37	A4	P22B4	AC.AT	0.099089365	0.190644089	0.256982866	0.342521166	0.418460846	0.64	0.82	
38	A4	P22B4	EC.AT	0.102271159	0.178952464	0.253142719	0.341413369	0.425307785	0.53	0.82	
39	A4	P22B4	Control.AT	0.103967738	0.186776601	0.268384286	0.337739175	0.412015456	0.6	0.83	
40	A4	P22B4	AC.ET	0.108287224	0.18916021	0.267333195	0.337846145	0.41098044	0.66	0.80	
41	A4	P22B4	EC.ET	0.110050891	0.176934526	0.259385405	0.341826261	0.420581797	0.63	0.80	
42	A4	P22B4	Control.ET	0.112466129	0.183447185	0.271239036	0.339839062	0.410249124	0.62	0.82	
1	B4	P22C4	AC.AT	0.138031973	0.19081767	0.266632891	0.337894443	0.406866916	0.62	0.81	
2	B4	P22C4	EC.AT	0.029840146	0.212763453	0.391318057	0.573005867	0.75397654	0.61	0.83	
3	B4	P22C4	Control.AT	0.018839767	0.093966335	0.178133332	0.262071497	0.342318009	0.59	0.82	
4	B4	P22C4	AC.ET	0.005185715	0.160983524	0.310879732	0.474937169	0.627156971	0.57	0.80	
5	B4	P22C4	EC.ET	0.019452893	0.165851739	0.320337949	0.467804882	0.617970346	0.64	0.80	
6	B4	P22C4	Control.ET	0.030714223	0.173077141	0.317981182	0.469127171	0.610060507	0.67	0.80	
1	C3	P22C5	AC.AT	0.441413099	0.587834917	0.742964814	0.903072248	1.061528512	0.66	0.79	
2	C3	P22C5	EC.AT	0.038361683	0.052970085	0.090798492	0.119656511	0.149820901	0.6	0.82	
3	C3	P22C5	Control.AT	0.02331356	0.086471693	0.172762538	0.263344892	0.343942728	0.6	0.82	
4	C3	P22C5	AC.ET	0.569014384	0.810010047	1.033886665	1.2621253	1.490824877	0.57	0.82	
5	C3	P22C5	EC.ET	0.020483128	0.181347825	0.319556203	0.472963703	0.618070506	0.57	0.80	
6	C3	P22C5	Control.ET	0.030790718	0.190889842	0.323694888	0.465216465	0.608090564	0.62	0.83	
67	B4	P22C6	AC.AT	0.006737744	0.16900178	0.343025694	0.508776943	0.672744136	0.68	0.81	
68	B4	P22C6	EC.AT	0.009450264	0.169744827	0.335482845	0.51089787	0.682774338	0.56	0.83	
69	B4	P22C6	Control.AT	0.013268705	0.039725318	0.0782385	0.122939943	0.161268686	0.63	0.83	
70	B4	P22C6	AC.ET	0.015988407	0.048669093	0.084775168	0.120644756	0.161888697	0.65	0.80	
71	B4	P22C6	EC.ET	0.018907773	0.171550387	0.345943543	0.515090847	0.679970542	0.6	0.81	
72	B4	P22C6	Control.ET	0.021297733	0.050561131	0.083865506	0.118457366	0.154436699	0.54	0.81	
1	B3	P22D3	AC.AT	0.096416863	0.173043382	0.233170868	0.30704164	0.374964643	0.66	0.81	
2	B3	P22D3	EC.AT	0.025518096	0.054863841	0.084317937	0.114632276	0.145692869	0.69	0.79	
3	B3	P22D3	Control.AT	0.011734717	0.089207275	0.172408221	0.256674967	0.339286365	0.68	0.79	
4	B3	P22D3	AC.ET	0.007282568	0.15328955	0.316901687	0.477968636	0.63505123	0.6	0.81	
5	B3	P22D3	EC.ET	0.020865797	0.178942673	0.322108611	0.47208413	0.617675072	0.63	0.79	
6	B3	P22D3	Control.ET	0.030885647	0.170439195	0.318343766	0.470935717	0.614490425	0.61	0.82	
1	B1	P22D4	AC.AT	0.03800546	0.182537455	0.34411153	0.510261693	0.668695173	0.65	0.79	
2	B1	P22D4	EC.AT	0.015275448	0.101336234	0.176478082	0.261623913	0.344435583	0.71	0.83	
3	B1	P22D4	Control.AT	0.000735358	0.085232178	0.170126191	0.248872935	0.33436561	0.66	0.81	
4	B1	P22D4	AC.ET	0.007761234	0.156274832	0.316096138	0.472295899	0.625748396	0.61	0.79	
5	B1	P22D4	EC.ET	0.021629556	0.17581387	0.326286667	0.469336734	0.615434795	0.67	0.81	
6	B1	P22D4	Control.ET	0.032635999	0.18269922	0.324104121	0.467606205	0.617836186	0.66	0.81	
1	A4	P22D5	AC.AT	0.033679181	0.055462947	0.094839722	0.115210753	0.144927678	0.67	0.82	
2	A4	P22D5	EC.AT	0.093794699	0.189482764	0.275370094	0.35445358	0.435800871	0.66	0.80	
3	A4	P22D5	Control.AT	0.015733649	0.090499378	0.173572601	0.256493797	0.340274338	0.63	0.80	
4	A4	P22D5	AC.ET	0.009383326	0.166237475	0.313160447	0.471620294	0.622973131	0.59	0.80	
5	A4	P22D5	EC.ET	0.022548149	0.165419262	0.325981835	0.473113615	0.618765571	0.66	0.82	
6	A4	P22D5	Control.ET	0.033688754	0.17092352	0.327203539	0.466658664	0.617301473	0.64	0.80	
61	C2	P23A2	AC.AT	0.186331758	0.235149009	0.281936715	0.326701338	0.373194856	0.59	0.80	
62	C2	P23A2	EC.AT	0.190286407	0.36887795	0.537471052	0.709290149	0.87327432	0.58	0.80	
63	C2	P23A2	Control.AT	0.193055796	0.236872248	0.278903061	0.3260961	0.363814402	0.56	0.80	
64	C2	P23A2	AC.ET	0.195857719	0.358030427	0.541508909	0.710605424	0.879742947	0.6	0.81	
65	C2	P23A2	EC.ET	0.199242893	0.363548486	0.54125605	0.709117308	0.87315081	0.65	0.80	
66	C2	P23A2	Control.ET	0.002022278	0.173196814	0.339276641	0.508963193	0.676027824	0.65	0.80	
1	A2	P24A1	AC.AT	0.029590581	0.20031477	0.354018925	0.507904933	0.667031064	0.7	0.80	
2	A2	P24A1	EC.AT	0.218629027	0.302024301	0.384452174	0.465425311	0.545536802	0.71	0.82	
3	A2	P24A1	Control.AT	0.288317514	0.393957668	0.458861012	0.544173681	0.629196321	0.69	0.82	
4	A2	P24A1	AC.ET	0.011162399	0.158456826	0.313861667	0.473328871	0.621748544	0.61	0.80	
5	A2	P24A1	EC.ET	0.022872246	0.174359622	0.327546569	0.471349124	0.616536484	0.6	0.80	
6	A2	P24A1	Control.ET	0.034494104	0.184364658	0.326023027	0.469758283	0.612592411	0.65	0.81	
37	A2	P24A2	AC.AT	0.099651154	0.181860155	0.261548631	0.339093037	0.424891011	0.6	0.80	
38	A2	P24A2	EC.AT	0.102516216	0.190255957	0.25829311	0.336333753	0.418226013	0.58	0.82	
39	A2	P24A2	Control.AT	0.104293268	0.377323283	0.626604244	0.880139938	1.13390133	0.65	0.80	
40	A2	P24A2	AC.ET	0.108291484	0.199222909	0.269847203	0.335771271	0.410652218	0.64	0.79	
41	A2	P24A2	EC.ET	0.110442864	0.175613498	0.255848955	0.338629252	0.417099335	0.62	0.81	
42	A2	P24A2	Control.ET	0.112504675	0.177905992	0.253761772	0.341737748	0.420177457	0.64	0.79	
61	A1	P24A3	AC.AT	0.187875047	0.244675327	0.279341993	0.323493161	0.367796748	0.58	0.82	
62	A1	P24A3	EC.AT	0.190490469	0.235499998	0.278438471	0.325630215	0.375324544	0.56	0.80	
63	A1	P24A3	Control.AT	0.193154639	0.232214383	0.275301395	0.323191174	0.372112368	0.61	0.79	
64	A1	P24A3	AC.ET	0.195981124	0.25137335	0.278944317	0.320752804	0.363762862	0.68	0.81	
65	A1	P24A3	EC.ET	1.88667E-05	0.042969653	0.0777455	0.126450511	0.165309485	0.61	0.80	
66	A1	P24A3	Control.ET	0.002810435	0.204664866	0.378194093	0.561371402	0.746327164	0.65	0.82	
37	A1	P24A4	AC.AT	0.09991975	0.188838927	0.262137337	0.340628802	0.417272538	0.61	0.80	
38	A1	P24A4	EC.AT	0.102759025	0.164423414	0.2584647	0.343889468	0.425867361	0.57	0.81	
39	A1	P24A4	Control.AT	0.104413157	0.188993087	0.262117609	0.338033159	0.413687677	0.66	0.81	
40	A1	P24A4	AC.ET	0.108295217	0.182674014	0.258703668	0.338358667	0.42090326	0.7	0.82	
41	A1	P24A4	EC.ET	0.110804667	0.18863611	0.256470146	0.339882565	0.419379617	0.67	0.82	
42	A1	P24A4	Control.ET	0.112530417	0.335085481	0.568063849	0.795708144	1.019997832	0.65	0.79	
37	C2	P24A5	AC.AT	0.100072421	0.179923387	0.255688885	0.342799197	0.418540842	0.48	0.81	
38	C2	P24A5	EC.AT	0.102764401	0.173929702	0.263368344	0.339174524	0.426018766	0.52	0.82	
39	C2	P24A5	Control.AT	0.104732742	0.181785863	0.265016608	0.340418806	0.413027472	0.61	0.83	
40	C2	P24A5	AC.ET	0.108316954	0.326331457	0.510135929	0.706708342	0.905970403	0.64	0.80	
41	C2	P24A5	EC.ET	0.110816514	0.190155412	0.25949146	0.341166821	0.418141072	0.64	0.82	
42	C2	P24A5	Control.ET	0.112871946	0.194089213	0.269508684	0.335664165	0.407291469	0.56	0.81	
67	C4	P24B1	AC.AT	0.007022191	0.051862616	0.088270847	0.12589155	0.161846329	0.69	0.80	
68	C4	P24B1	EC.AT	0.009686118	0.171696447	0.344455554	0.509469378	0.680388584	0.6	0.79	
69	C4	P24B1	Control.AT	0.013472329	0.040948142	0.080626093	0.123579739	0.160341977	0.68	0.79	
70	C4	P24B1	AC.ET	0.016156867	0.047340987	0.091970133	0.123874539	0.155400794	0.67	0.81	
71	C4	P24B1	EC.ET	0.018923632	0.19358967	0.341824403	0.50299994	0.665477412	0.66	0.82	
72	C4	P24B1	Control.ET	0.021555366	0.056874458	0.087255106	0.120162393	0.155964297	0.56	0.79	
37	B4	P24B3	AC.AT	0.10050405	0.183076593	0.253428577	0.342009499	0.424168617	0.62	0.80	
38	B4	P24B3	EC.AT	0.102855125	0.18991552	0.257855065	0.341109445	0.412617968	0.59	0.81	
39	B4	P24B3	Control.AT	0.10516032	0.185883344	0.25433389	0.344747208	0.424325974	0.55	0.81	
40	B4	P24B3	AC.ET	0.108359956	0.180552886	0.257586773	0.336419741	0.414236505	0.65	0.80	
41	B4	P24B3	EC.ET	0.110825367	0.18932323	0.271066654	0.336918413	0.408728362	0.63	0.81	
42	B4	P24B3	Control.ET	0.113020013	0.312982198	0.508380868	0.705083603	0.90033661	0.56	0.81	
37	C3	P24B5	AC.AT	0.100738782	0.306525242	0.521662249	0.722983961	0.928681957	0.62	0.81	
38	C3	P24B5	EC.AT	0.102959429	0.189667881	0.261050214	0.337177416	0.413215646	0.51	0.80	
39	C3	P24B5	Control.AT	0.105335975	0.177957759	0.265593684	0.340551202	0.422644387	0.59	0.80	
40	C3	P24B5	AC.ET	0.10838229	0.346042532	0.595746366	0.835215131	1.08678747	0.64	0.82	
41	C3	P24B5	EC.ET	0.111006543	0.168946207	0.256076426	0.337766429	0.422054586	0.64	0.81	
42	C3	P24B5	Control.ET	0.113935972	0.176364589	0.268511419	0.339879096	0.414935877	0.53	0.79	
1	A1	P24B6	AC.AT	0.025244857	0.040527163	0.091645412	0.121981919	0.156723249	0.7	0.81	
2	A1	P24B6	EC.AT	0.096556743	0.185093623	0.271184043	0.349868244	0.435472678	0.73	0.81	
